project,id,bfs,exp,priority,cost
cxf,CXF-4906,2,81.0,2.0,324.0
cxf,CXF-4906,3,81.0,2.0,486.0
cxf,CXF-4904,2,22.0,3.0,132.0
cxf,CXF-4904,4,22.0,3.0,264.0
cxf,CXF-4901,17,22.0,3.0,1122.0
cxf,CXF-4897,8,22.0,3.0,528.0
cxf,CXF-4895,36,0.0,3.0,0.0
cxf,CXF-4895,2,88.0,3.0,528.0
cxf,CXF-4891,1,276.0,3.0,828.0
cxf,CXF-4891,15,276.0,3.0,12420.0
cxf,CXF-4890,4,0.0,3.0,0.0
cxf,CXF-4888,2,216.0,3.0,1296.0
cxf,CXF-4879,7,0.0,3.0,0.0
cxf,CXF-4877,85,0.0,3.0,0.0
cxf,CXF-4876,48,83.0,3.0,11952.0
cxf,CXF-4875,2,35.0,3.0,210.0
cxf,CXF-4874,6,35.0,3.0,630.0
cxf,CXF-4873,11,160.0,3.0,5280.0
cxf,CXF-4873,7,160.0,3.0,3360.0
cxf,CXF-4872,2,276.0,2.0,1104.0
cxf,CXF-4870,2,81.0,3.0,486.0
cxf,CXF-4870,31,0.0,3.0,0.0
cxf,CXF-4870,39,81.0,3.0,9477.0
cxf,CXF-4864,4,72.0,3.0,864.0
cxf,CXF-4863,7,40.0,3.0,840.0
cxf,CXF-4860,6,216.0,3.0,3888.0
cxf,CXF-4858,18,42.0,3.0,2268.0
cxf,CXF-4856,2,0.0,3.0,0.0
cxf,CXF-4855,7,42.0,3.0,882.0
cxf,CXF-4852,5,276.0,3.0,4140.0
cxf,CXF-4852,20,276.0,3.0,16560.0
cxf,CXF-4848,52,160.0,3.0,24960.0
cxf,CXF-4848,16,160.0,3.0,7680.0
cxf,CXF-4848,11,160.0,3.0,5280.0
cxf,CXF-4847,6,35.0,3.0,630.0
cxf,CXF-4844,2,102.0,3.0,612.0
cxf,CXF-4842,2,33.0,3.0,198.0
cxf,CXF-4841,6,33.0,3.0,594.0
cxf,CXF-4838,4,40.0,3.0,480.0
cxf,CXF-4836,4,43.0,3.0,516.0
cxf,CXF-4833,2,12.0,3.0,72.0
cxf,CXF-4831,20,47.0,3.0,2820.0
cxf,CXF-4820,9,0.0,3.0,0.0
cxf,CXF-4820,4,0.0,3.0,0.0
cxf,CXF-4819,4,0.0,3.0,0.0
cxf,CXF-4819,41,0.0,3.0,0.0
cxf,CXF-4818,9,0.0,3.0,0.0
cxf,CXF-4817,4,276.0,2.0,2208.0
cxf,CXF-4817,16,276.0,2.0,8832.0
cxf,CXF-4816,2,0.0,2.0,0.0
cxf,CXF-4815,5,15.0,3.0,225.0
cxf,CXF-4815,8,0.0,3.0,0.0
cxf,CXF-4814,15,0.0,3.0,0.0
cxf,CXF-4814,2,22.0,3.0,132.0
cxf,CXF-4813,23,0.0,3.0,0.0
cxf,CXF-4813,401,0.0,3.0,0.0
cxf,CXF-4812,29,23.0,3.0,2001.0
cxf,CXF-4810,2,42.0,5.0,420.0
cxf,CXF-4806,6,0.0,3.0,0.0
cxf,CXF-4803,2,83.0,3.0,498.0
cxf,CXF-4803,2,83.0,3.0,498.0
cxf,CXF-4797,5,58.0,3.0,870.0
cxf,CXF-4796,3,160.0,3.0,1440.0
cxf,CXF-4794,6,23.0,3.0,414.0
cxf,CXF-4794,1,23.0,3.0,69.0
cxf,CXF-4790,11,83.0,2.0,1826.0
cxf,CXF-4789,2,10.0,3.0,60.0
cxf,CXF-4787,13,160.0,3.0,6240.0
cxf,CXF-4784,16,83.0,3.0,3984.0
cxf,CXF-4781,3,216.0,2.0,1296.0
cxf,CXF-4776,26,22.0,3.0,1716.0
cxf,CXF-4776,3,0.0,3.0,0.0
cxf,CXF-4775,14,160.0,3.0,6720.0
cxf,CXF-4774,45,0.0,3.0,0.0
cxf,CXF-4773,6,35.0,3.0,630.0
cxf,CXF-4771,2,276.0,3.0,1656.0
cxf,CXF-4770,7,276.0,4.0,7728.0
cxf,CXF-4770,3,276.0,4.0,3312.0
cxf,CXF-4769,1586,33.0,3.0,157014.0
cxf,CXF-4767,12,276.0,3.0,9936.0
cxf,CXF-4767,6,276.0,3.0,4968.0
cxf,CXF-4766,14,160.0,2.0,4480.0
cxf,CXF-4765,12,0.0,3.0,0.0
cxf,CXF-4762,6,42.0,3.0,756.0
cxf,CXF-4758,4,22.0,4.0,352.0
cxf,CXF-4755,13,40.0,3.0,1560.0
cxf,CXF-4753,7,23.0,3.0,483.0
cxf,CXF-4752,2,23.0,2.0,92.0
cxf,CXF-4752,4,23.0,2.0,184.0
cxf,CXF-4750,9,0.0,3.0,0.0
cxf,CXF-4750,24,0.0,3.0,0.0
cxf,CXF-4746,15,22.0,3.0,990.0
cxf,CXF-4742,129,33.0,3.0,12771.0
cxf,CXF-4735,4,35.0,3.0,420.0
cxf,CXF-4735,35,35.0,3.0,3675.0
cxf,CXF-4732,8,12.0,2.0,192.0
cxf,CXF-4730,4,83.0,2.0,664.0
cxf,CXF-4728,20,22.0,3.0,1320.0
cxf,CXF-4727,4,0.0,3.0,0.0
cxf,CXF-4725,1,83.0,3.0,249.0
cxf,CXF-4723,64,23.0,3.0,4416.0
cxf,CXF-4723,92,23.0,3.0,6348.0
cxf,CXF-4720,2,0.0,3.0,0.0
cxf,CXF-4718,9,22.0,3.0,594.0
cxf,CXF-4716,10,22.0,2.0,440.0
cxf,CXF-4716,46,22.0,2.0,2024.0
cxf,CXF-4716,7,22.0,2.0,308.0
cxf,CXF-4715,26,0.0,2.0,0.0
cxf,CXF-4714,13,42.0,3.0,1638.0
cxf,CXF-4713,14,0.0,3.0,0.0
cxf,CXF-4711,2,42.0,5.0,420.0
cxf,CXF-4708,8,0.0,4.0,0.0
cxf,CXF-4707,21,0.0,3.0,0.0
cxf,CXF-4706,39,42.0,3.0,4914.0
cxf,CXF-4699,21,0.0,3.0,0.0
cxf,CXF-4699,2,0.0,3.0,0.0
cxf,CXF-4699,2,0.0,3.0,0.0
cxf,CXF-4697,24,160.0,3.0,11520.0
cxf,CXF-4697,2,160.0,3.0,960.0
cxf,CXF-4695,26,12.0,3.0,936.0
cxf,CXF-4694,3,23.0,3.0,207.0
cxf,CXF-4694,11,23.0,3.0,759.0
cxf,CXF-4690,1,23.0,3.0,69.0
cxf,CXF-4689,13,23.0,3.0,897.0
cxf,CXF-4689,2,23.0,3.0,138.0
cxf,CXF-4687,12,83.0,2.0,1992.0
cxf,CXF-4687,36,83.0,2.0,5976.0
cxf,CXF-4684,13,23.0,3.0,897.0
cxf,CXF-4683,2,23.0,3.0,138.0
cxf,CXF-4681,4,81.0,3.0,972.0
cxf,CXF-4680,37,35.0,3.0,3885.0
cxf,CXF-4679,3,22.0,2.0,132.0
cxf,CXF-4679,19,160.0,2.0,6080.0
cxf,CXF-4678,12,23.0,3.0,828.0
cxf,CXF-4676,17,83.0,3.0,4233.0
cxf,CXF-4666,9,216.0,3.0,5832.0
cxf,CXF-4665,2,8.0,2.0,32.0
cxf,CXF-4662,42,0.0,2.0,0.0
cxf,CXF-4662,91,0.0,2.0,0.0
cxf,CXF-4659,12,0.0,2.0,0.0
cxf,CXF-4653,2,276.0,3.0,1656.0
cxf,CXF-4653,8,276.0,3.0,6624.0
cxf,CXF-4652,10,83.0,3.0,2490.0
cxf,CXF-4647,11,23.0,3.0,759.0
cxf,CXF-4645,10,42.0,3.0,1260.0
cxf,CXF-4644,2,88.0,3.0,528.0
cxf,CXF-4643,14,160.0,3.0,6720.0
cxf,CXF-4642,2,20.0,3.0,120.0
cxf,CXF-4640,4,0.0,3.0,0.0
cxf,CXF-4640,2,83.0,3.0,498.0
cxf,CXF-4640,4,83.0,3.0,996.0
cxf,CXF-4637,6,216.0,5.0,6480.0
cxf,CXF-4633,35,216.0,3.0,22680.0
cxf,CXF-4631,4,160.0,2.0,1280.0
cxf,CXF-4630,5,0.0,4.0,0.0
cxf,CXF-4629,10,22.0,4.0,880.0
cxf,CXF-4629,1,0.0,4.0,0.0
cxf,CXF-4629,5,0.0,4.0,0.0
cxf,CXF-4623,9,83.0,4.0,2988.0
cxf,CXF-4620,15,83.0,2.0,2490.0
cxf,CXF-4618,2,0.0,3.0,0.0
cxf,CXF-4616,81,0.0,3.0,0.0
cxf,CXF-4615,48,276.0,4.0,52992.0
cxf,CXF-4614,4,216.0,3.0,2592.0
cxf,CXF-4613,15,216.0,4.0,12960.0
cxf,CXF-4612,5,22.0,3.0,330.0
cxf,CXF-4611,12,42.0,2.0,1008.0
cxf,CXF-4608,9,0.0,3.0,0.0
cxf,CXF-4608,8,0.0,3.0,0.0
cxf,CXF-4608,33,0.0,3.0,0.0
cxf,CXF-4605,2,42.0,3.0,252.0
cxf,CXF-4605,10,42.0,3.0,1260.0
cxf,CXF-4605,7,42.0,3.0,882.0
cxf,CXF-4601,3,23.0,2.0,138.0
cxf,CXF-4599,18,58.0,3.0,3132.0
cxf,CXF-4598,4,0.0,3.0,0.0
cxf,CXF-4595,1,0.0,3.0,0.0
cxf,CXF-4594,5,83.0,3.0,1245.0
cxf,CXF-4594,8,83.0,3.0,1992.0
cxf,CXF-4594,30,83.0,3.0,7470.0
cxf,CXF-4594,20,83.0,3.0,4980.0
cxf,CXF-4592,16,23.0,3.0,1104.0
cxf,CXF-4591,27,0.0,3.0,0.0
cxf,CXF-4591,77,10.0,3.0,2310.0
cxf,CXF-4587,37,22.0,2.0,1628.0
cxf,CXF-4584,18,83.0,2.0,2988.0
cxf,CXF-4583,7,72.0,3.0,1512.0
cxf,CXF-4581,18,0.0,3.0,0.0
cxf,CXF-4580,36,160.0,2.0,11520.0
cxf,CXF-4579,1,23.0,2.0,46.0
cxf,CXF-4573,12,160.0,3.0,5760.0
cxf,CXF-4572,27,0.0,2.0,0.0
cxf,CXF-4570,20,0.0,3.0,0.0
cxf,CXF-4569,2,72.0,3.0,432.0
cxf,CXF-4567,1,0.0,3.0,0.0
cxf,CXF-4566,1,23.0,3.0,69.0
cxf,CXF-4566,8,23.0,3.0,552.0
cxf,CXF-4566,4,23.0,3.0,276.0
cxf,CXF-4566,4,23.0,3.0,276.0
cxf,CXF-4565,12,83.0,3.0,2988.0
cxf,CXF-4564,50,0.0,3.0,0.0
cxf,CXF-4563,2,160.0,3.0,960.0
cxf,CXF-4562,12,83.0,3.0,2988.0
cxf,CXF-4560,2,47.0,3.0,282.0
cxf,CXF-4557,2,0.0,3.0,0.0
cxf,CXF-4556,7,22.0,3.0,462.0
cxf,CXF-4554,3,72.0,3.0,648.0
cxf,CXF-4554,6,72.0,3.0,1296.0
cxf,CXF-4552,64,160.0,3.0,30720.0
cxf,CXF-4552,27,160.0,3.0,12960.0
cxf,CXF-4551,21,0.0,3.0,0.0
cxf,CXF-4550,2,0.0,3.0,0.0
cxf,CXF-4547,49,42.0,3.0,6174.0
cxf,CXF-4546,6,216.0,2.0,2592.0
cxf,CXF-4537,18,0.0,3.0,0.0
cxf,CXF-4534,22,0.0,3.0,0.0
cxf,CXF-4529,25,42.0,3.0,3150.0
cxf,CXF-4529,60,42.0,3.0,7560.0
cxf,CXF-4528,23,216.0,3.0,14904.0
cxf,CXF-4528,44,216.0,3.0,28512.0
cxf,CXF-4528,42,87.0,3.0,10962.0
cxf,CXF-4526,6,0.0,2.0,0.0
cxf,CXF-4523,4,0.0,3.0,0.0
cxf,CXF-4522,26,0.0,3.0,0.0
cxf,CXF-4517,17,23.0,3.0,1173.0
cxf,CXF-4512,110,216.0,3.0,71280.0
cxf,CXF-4508,3,216.0,4.0,2592.0
cxf,CXF-4505,1,23.0,3.0,69.0
cxf,CXF-4503,31,23.0,3.0,2139.0
cxf,CXF-4500,2,216.0,2.0,864.0
cxf,CXF-4496,7,216.0,2.0,3024.0
cxf,CXF-4491,7,42.0,3.0,882.0
cxf,CXF-4487,11,0.0,2.0,0.0
cxf,CXF-4484,11,22.0,3.0,726.0
cxf,CXF-4482,4,83.0,3.0,996.0
cxf,CXF-4482,5,83.0,3.0,1245.0
cxf,CXF-4482,4,83.0,3.0,996.0
cxf,CXF-4482,2,83.0,3.0,498.0
cxf,CXF-4477,3,160.0,4.0,1920.0
cxf,CXF-4477,4,160.0,4.0,2560.0
cxf,CXF-4477,1,160.0,4.0,640.0
cxf,CXF-4477,1,160.0,4.0,640.0
cxf,CXF-4469,1,40.0,3.0,120.0
cxf,CXF-4444,12,160.0,3.0,5760.0
cxf,CXF-4444,12,160.0,3.0,5760.0
cxf,CXF-4436,1,22.0,3.0,66.0
cxf,CXF-4433,2,216.0,2.0,864.0
cxf,CXF-4432,2,216.0,3.0,1296.0
cxf,CXF-4432,14,216.0,3.0,9072.0
cxf,CXF-4432,9,216.0,3.0,5832.0
cxf,CXF-4429,2,216.0,3.0,1296.0
cxf,CXF-4427,18,216.0,3.0,11664.0
cxf,CXF-4411,8,102.0,3.0,2448.0
cxf,CXF-4405,9,40.0,3.0,1080.0
cxf,CXF-4404,9,88.0,3.0,2376.0
cxf,CXF-4403,40,0.0,3.0,0.0
cxf,CXF-4393,96,276.0,3.0,79488.0
cxf,CXF-4393,122,276.0,3.0,101016.0
cxf,CXF-4391,19,0.0,2.0,0.0
cxf,CXF-4386,19,81.0,3.0,4617.0
cxf,CXF-4382,7,40.0,3.0,840.0
cxf,CXF-4376,19,22.0,3.0,1254.0
cxf,CXF-4374,20,160.0,2.0,6400.0
cxf,CXF-4374,5,160.0,2.0,1600.0
cxf,CXF-4373,4,160.0,2.0,1280.0
cxf,CXF-4371,11,0.0,3.0,0.0
cxf,CXF-4365,1,33.0,3.0,99.0
cxf,CXF-4353,14,0.0,3.0,0.0
cxf,CXF-4352,8,33.0,3.0,792.0
cxf,CXF-4341,6,216.0,3.0,3888.0
cxf,CXF-4337,5,216.0,3.0,3240.0
cxf,CXF-4331,21,0.0,3.0,0.0
cxf,CXF-4329,2,0.0,2.0,0.0
cxf,CXF-4321,2,10.0,3.0,60.0
cxf,CXF-4318,8,216.0,3.0,5184.0
cxf,CXF-4309,41,216.0,3.0,26568.0
cxf,CXF-4303,15,23.0,3.0,1035.0
cxf,CXF-4301,17,0.0,3.0,0.0
cxf,CXF-4300,2,15.0,3.0,90.0
cxf,CXF-4300,2,15.0,3.0,90.0
cxf,CXF-4298,5,0.0,3.0,0.0
cxf,CXF-4296,20,160.0,2.0,6400.0
cxf,CXF-4293,2,23.0,3.0,138.0
cxf,CXF-4292,16,160.0,3.0,7680.0
cxf,CXF-4283,3,160.0,3.0,1440.0
cxf,CXF-4278,3,88.0,2.0,528.0
cxf,CXF-4278,3,88.0,2.0,528.0
cxf,CXF-4271,2,662.0,3.0,3972.0
cxf,CXF-4250,100,160.0,3.0,48000.0
cxf,CXF-4245,7,160.0,3.0,3360.0
cxf,CXF-4244,4,23.0,3.0,276.0
cxf,CXF-4240,2,596.0,3.0,3576.0
cxf,CXF-4226,10,216.0,2.0,4320.0
cxf,CXF-4220,9,160.0,3.0,4320.0
cxf,CXF-4196,257,596.0,3.0,459516.0
cxf,CXF-4193,2,216.0,2.0,864.0
cxf,CXF-4191,1,23.0,4.0,92.0
cxf,CXF-4185,19,596.0,3.0,33972.0
cxf,CXF-4170,21,23.0,3.0,1449.0
cxf,CXF-4170,21,23.0,3.0,1449.0
cxf,CXF-4170,21,23.0,3.0,1449.0
cxf,CXF-4154,3,216.0,3.0,1944.0
cxf,CXF-4154,18,216.0,3.0,11664.0
cxf,CXF-4154,132,662.0,3.0,262152.0
cxf,CXF-4150,18,23.0,3.0,1242.0
cxf,CXF-4150,17,23.0,3.0,1173.0
cxf,CXF-4144,5,160.0,3.0,2400.0
cxf,CXF-4144,3,160.0,3.0,1440.0
cxf,CXF-4142,8,160.0,3.0,3840.0
cxf,CXF-4140,15,596.0,3.0,26820.0
cxf,CXF-4136,115,596.0,3.0,205620.0
cxf,CXF-4127,1,596.0,3.0,1788.0
cxf,CXF-4123,19,596.0,3.0,33972.0
cxf,CXF-4118,4,596.0,2.0,4768.0
cxf,CXF-4106,3,596.0,3.0,5364.0
cxf,CXF-4103,14,10.0,3.0,420.0
cxf,CXF-4090,9,18.0,3.0,486.0
cxf,CXF-4080,14,18.0,3.0,756.0
cxf,CXF-4068,3,596.0,3.0,5364.0
cxf,CXF-4054,65,8.0,2.0,1040.0
cxf,CXF-4051,37,160.0,3.0,17760.0
cxf,CXF-4051,7,160.0,3.0,3360.0
cxf,CXF-4051,4,160.0,3.0,1920.0
cxf,CXF-4051,6,160.0,3.0,2880.0
cxf,CXF-4029,2,596.0,3.0,3576.0
cxf,CXF-4023,4,23.0,3.0,276.0
cxf,CXF-4019,48,0.0,3.0,0.0
cxf,CXF-4011,1,22.0,3.0,66.0
cxf,CXF-4008,28,596.0,3.0,50064.0
cxf,CXF-4005,7,596.0,3.0,12516.0
cxf,CXF-4004,7,596.0,3.0,12516.0
cxf,CXF-4002,1,596.0,3.0,1788.0
cxf,CXF-4001,17,160.0,3.0,8160.0
cxf,CXF-3995,14,77.0,3.0,3234.0
cxf,CXF-3973,2,23.0,2.0,92.0
cxf,CXF-3968,36,596.0,3.0,64368.0
cxf,CXF-3964,90,77.0,3.0,20790.0
cxf,CXF-3964,8,77.0,3.0,1848.0
cxf,CXF-3962,2,596.0,3.0,3576.0
cxf,CXF-3951,2,596.0,3.0,3576.0
cxf,CXF-3931,290,22.0,3.0,19140.0
cxf,CXF-3931,111,22.0,3.0,7326.0
cxf,CXF-3920,1,72.0,3.0,216.0
cxf,CXF-3920,5,15.0,3.0,225.0
cxf,CXF-3912,2,160.0,3.0,960.0
cxf,CXF-3912,2,160.0,3.0,960.0
cxf,CXF-3912,16,160.0,3.0,7680.0
cxf,CXF-3912,93,77.0,3.0,21483.0
cxf,CXF-3912,63,77.0,3.0,14553.0
cxf,CXF-3889,16,596.0,3.0,28608.0
cxf,CXF-3870,9,596.0,3.0,16092.0
cxf,CXF-3819,2,72.0,1.0,144.0
cxf,CXF-3779,2,72.0,2.0,288.0
cxf,CXF-3768,1,23.0,3.0,69.0
cxf,CXF-3613,17,0.0,4.0,0.0
cxf,CXF-3365,22,596.0,3.0,39336.0
cxf,CXF-3329,37,0.0,3.0,0.0
cxf,CXF-3045,70,42.0,3.0,8820.0
cxf,CXF-2937,9,0.0,3.0,0.0
cxf,CXF-2450,9,0.0,3.0,0.0
derby,DERBY-3260,17,129.0,5.0,10965.0
derby,DERBY-2923,5,129.0,5.0,3225.0
derby,DERBY-3303,53,21.0,5.0,5565.0
derby,DERBY-2932,46,129.0,5.0,29670.0
derby,DERBY-2963,12,3.0,5.0,180.0
derby,DERBY-2701,6,129.0,5.0,3870.0
derby,DERBY-2839,2,45.0,5.0,450.0
derby,DERBY-2839,4,45.0,5.0,900.0
derby,DERBY-2839,4,45.0,5.0,900.0
derby,DERBY-2931,55,98.0,5.0,26950.0
derby,DERBY-2931,58,87.0,5.0,25230.0
derby,DERBY-2896,158,30.0,5.0,23700.0
derby,DERBY-2896,4,195.0,5.0,3900.0
derby,DERBY-2892,4,98.0,4.0,1568.0
derby,DERBY-3243,46,98.0,4.0,18032.0
derby,DERBY-3231,10,21.0,4.0,840.0
derby,DERBY-3230,12,98.0,4.0,4704.0
derby,DERBY-2689,5,129.0,4.0,2580.0
derby,DERBY-2619,3,45.0,4.0,540.0
derby,DERBY-3061,15,21.0,4.0,1260.0
derby,DERBY-3038,1,3.0,4.0,12.0
derby,DERBY-3302,2,30.0,4.0,240.0
derby,DERBY-3302,12,30.0,4.0,1440.0
derby,DERBY-2973,34,30.0,4.0,4080.0
derby,DERBY-2966,9,30.0,4.0,1080.0
derby,DERBY-2879,5,30.0,4.0,600.0
derby,DERBY-2598,41,87.0,4.0,14268.0
derby,DERBY-2986,38,21.0,3.0,2394.0
derby,DERBY-2986,30,21.0,3.0,1890.0
derby,DERBY-2584,7,69.0,3.0,1449.0
derby,DERBY-3301,16,21.0,3.0,1008.0
derby,DERBY-3301,21,0.0,3.0,0.0
derby,DERBY-3098,3,0.0,3.0,0.0
derby,DERBY-2787,4,34.0,3.0,408.0
derby,DERBY-2450,47,29.0,3.0,4089.0
derby,DERBY-2450,314,29.0,3.0,27318.0
derby,DERBY-3110,41,98.0,3.0,12054.0
derby,DERBY-3304,6,30.0,3.0,540.0
derby,DERBY-3304,55,30.0,3.0,4950.0
derby,DERBY-3304,28,30.0,3.0,2520.0
derby,DERBY-3023,8,0.0,3.0,0.0
derby,DERBY-2526,24,0.0,3.0,0.0
derby,DERBY-2874,40,74.0,3.0,8880.0
derby,DERBY-3086,21,74.0,3.0,4662.0
derby,DERBY-3086,8,74.0,3.0,1776.0
derby,DERBY-3343,16,0.0,3.0,0.0
derby,DERBY-3288,26,21.0,3.0,1638.0
derby,DERBY-3279,18,21.0,3.0,1134.0
derby,DERBY-3279,8,21.0,3.0,504.0
derby,DERBY-3221,49,0.0,3.0,0.0
derby,DERBY-3178,148,30.0,3.0,13320.0
derby,DERBY-3093,16,0.0,3.0,0.0
derby,DERBY-3025,2,129.0,3.0,774.0
derby,DERBY-3033,36,48.0,3.0,5184.0
derby,DERBY-2980,10,98.0,3.0,2940.0
derby,DERBY-2910,27,98.0,3.0,7938.0
derby,DERBY-2903,9,45.0,3.0,1215.0
derby,DERBY-2903,7,45.0,3.0,945.0
derby,DERBY-2903,17,45.0,3.0,2295.0
derby,DERBY-2903,109,45.0,3.0,14715.0
derby,DERBY-2903,3,45.0,3.0,405.0
derby,DERBY-2903,6,45.0,3.0,810.0
derby,DERBY-2903,265,45.0,3.0,35775.0
derby,DERBY-2748,2,34.0,3.0,204.0
derby,DERBY-2657,6,129.0,3.0,2322.0
derby,DERBY-2644,8,98.0,3.0,2352.0
derby,DERBY-2566,34,47.0,3.0,4794.0
derby,DERBY-2566,3,69.0,3.0,621.0
derby,DERBY-2549,28,68.0,3.0,5712.0
derby,DERBY-2500,25,21.0,3.0,1575.0
derby,DERBY-2459,2,48.0,3.0,288.0
derby,DERBY-2559,78,29.0,3.0,6786.0
derby,DERBY-2559,24,29.0,3.0,2088.0
derby,DERBY-2559,16,29.0,3.0,1392.0
derby,DERBY-3132,2,129.0,3.0,774.0
derby,DERBY-3132,1,129.0,3.0,387.0
derby,DERBY-2564,37,98.0,3.0,10878.0
derby,DERBY-2918,2,45.0,3.0,270.0
derby,DERBY-3119,44,74.0,3.0,9768.0
derby,DERBY-2789,2,69.0,3.0,414.0
derby,DERBY-3096,53,34.0,3.0,5406.0
derby,DERBY-2729,9,34.0,3.0,918.0
derby,DERBY-2663,19,87.0,3.0,4959.0
derby,DERBY-2812,164,29.0,3.0,14268.0
derby,DERBY-2568,1,29.0,3.0,87.0
derby,DERBY-2788,5,74.0,3.0,1110.0
derby,DERBY-2788,8,195.0,3.0,4680.0
derby,DERBY-2915,11,45.0,3.0,1485.0
derby,DERBY-2862,15,98.0,3.0,4410.0
derby,DERBY-2811,14,74.0,3.0,3108.0
derby,DERBY-2811,2,74.0,3.0,444.0
derby,DERBY-2811,22,74.0,3.0,4884.0
derby,DERBY-2811,33,74.0,3.0,7326.0
derby,DERBY-2908,1,74.0,3.0,222.0
derby,DERBY-2740,5,21.0,3.0,315.0
derby,DERBY-3316,7,98.0,3.0,2058.0
derby,DERBY-2586,5,195.0,3.0,2925.0
derby,DERBY-3257,57,98.0,3.0,16758.0
derby,DERBY-3000,71,98.0,3.0,20874.0
derby,DERBY-3085,23,72.0,3.0,4968.0
derby,DERBY-2758,239,21.0,3.0,15057.0
derby,DERBY-2758,2,129.0,3.0,774.0
derby,DERBY-2758,94,21.0,3.0,5922.0
derby,DERBY-3032,32,98.0,3.0,9408.0
derby,DERBY-3176,32,45.0,3.0,4320.0
derby,DERBY-3176,41,74.0,3.0,9102.0
derby,DERBY-3253,62,21.0,3.0,3906.0
derby,DERBY-2754,15,98.0,3.0,4410.0
derby,DERBY-2673,15,195.0,3.0,8775.0
derby,DERBY-2796,3,34.0,3.0,306.0
derby,DERBY-3068,2,98.0,3.0,588.0
derby,DERBY-3222,10,30.0,3.0,900.0
derby,DERBY-3054,19,30.0,3.0,1710.0
derby,DERBY-2645,4,45.0,3.0,540.0
derby,DERBY-2645,5,45.0,3.0,675.0
derby,DERBY-3027,2,30.0,3.0,180.0
derby,DERBY-3229,18,129.0,3.0,6966.0
derby,DERBY-3229,50,129.0,3.0,19350.0
derby,DERBY-3244,6,87.0,3.0,1566.0
derby,DERBY-2716,21,87.0,3.0,5481.0
derby,DERBY-2718,12,45.0,3.0,1620.0
derby,DERBY-2612,25,45.0,3.0,3375.0
derby,DERBY-2635,17,129.0,3.0,6579.0
derby,DERBY-2543,21,119.0,3.0,7497.0
derby,DERBY-2543,20,119.0,3.0,7140.0
derby,DERBY-2544,2,74.0,3.0,444.0
derby,DERBY-2544,15,74.0,3.0,3330.0
derby,DERBY-2544,2,74.0,3.0,444.0
derby,DERBY-2616,16,87.0,3.0,4176.0
derby,DERBY-2611,74,87.0,3.0,19314.0
derby,DERBY-2613,24,68.0,3.0,4896.0
derby,DERBY-2885,23,129.0,3.0,8901.0
derby,DERBY-2885,4,129.0,3.0,1548.0
derby,DERBY-2806,256,29.0,3.0,22272.0
derby,DERBY-2806,239,29.0,3.0,20793.0
derby,DERBY-2806,86,29.0,3.0,7482.0
derby,DERBY-2556,124,29.0,3.0,10788.0
derby,DERBY-2556,17,29.0,3.0,1479.0
derby,DERBY-2556,31,98.0,3.0,9114.0
derby,DERBY-2795,19,34.0,3.0,1938.0
derby,DERBY-3355,8,48.0,3.0,1152.0
derby,DERBY-3238,219,9.0,3.0,5913.0
derby,DERBY-3238,12,9.0,3.0,324.0
derby,DERBY-3238,23,9.0,3.0,621.0
derby,DERBY-3172,184,30.0,3.0,16560.0
derby,DERBY-3172,6,30.0,3.0,540.0
derby,DERBY-2488,10,21.0,3.0,630.0
derby,DERBY-3336,1,98.0,3.0,294.0
derby,DERBY-3175,29,48.0,3.0,4176.0
derby,DERBY-2967,8,30.0,3.0,720.0
derby,DERBY-2967,102,30.0,3.0,9180.0
derby,DERBY-2462,25,3.0,3.0,225.0
derby,DERBY-2989,2,129.0,3.0,774.0
derby,DERBY-2989,17,3.0,3.0,153.0
derby,DERBY-2961,29,30.0,3.0,2610.0
derby,DERBY-3074,7,98.0,3.0,2058.0
derby,DERBY-3081,2,98.0,3.0,588.0
derby,DERBY-2891,29,129.0,3.0,11223.0
derby,DERBY-3099,44,129.0,3.0,17028.0
derby,DERBY-3099,3,129.0,3.0,1161.0
derby,DERBY-3082,3,45.0,3.0,405.0
derby,DERBY-3082,2,45.0,3.0,270.0
derby,DERBY-3077,37,98.0,3.0,10878.0
derby,DERBY-3077,2,98.0,3.0,588.0
derby,DERBY-3077,35,98.0,3.0,10290.0
derby,DERBY-2972,2,98.0,3.0,588.0
derby,DERBY-2972,7,98.0,3.0,2058.0
derby,DERBY-2972,11,98.0,3.0,3234.0
derby,DERBY-2996,60,98.0,3.0,17640.0
derby,DERBY-2893,2,98.0,3.0,588.0
derby,DERBY-2893,14,98.0,3.0,4116.0
derby,DERBY-2893,3,195.0,3.0,1755.0
derby,DERBY-2951,3,30.0,3.0,270.0
derby,DERBY-2959,3,30.0,3.0,270.0
derby,DERBY-2960,7,30.0,3.0,630.0
derby,DERBY-2955,30,30.0,3.0,2700.0
derby,DERBY-2776,29,30.0,3.0,2610.0
derby,DERBY-2725,6,30.0,3.0,540.0
derby,DERBY-2777,17,30.0,3.0,1530.0
derby,DERBY-2777,6,30.0,3.0,540.0
derby,DERBY-2777,6,30.0,3.0,540.0
derby,DERBY-2777,3,30.0,3.0,270.0
derby,DERBY-2777,6,30.0,3.0,540.0
derby,DERBY-2777,3,30.0,3.0,270.0
derby,DERBY-2777,3,30.0,3.0,270.0
derby,DERBY-2777,6,30.0,3.0,540.0
derby,DERBY-2777,4,30.0,3.0,360.0
